1.500E-01	5.430E+00	1.000E-04	1.000E+00	1.510E-02	2.640E-02	6.300E-01	4.800E-01
6.670E-02	6.420E+00	1.000E-04	3.000E+00	6.560E-03	1.610E-02	7.400E-01	5.000E-01
8.330E-02	7.410E+00	1.000E-04	3.000E+00	7.950E-03	1.670E-02	7.000E-01	4.600E-01
1.500E-01	5.440E+00	1.000E-04	1.000E+00	1.450E-02	2.910E-02	5.500E-01	4.600E-01
7.500E-03	3.100E+00	1.000E-04	1.000E+01	8.530E-04	5.380E-03	9.300E-01	5.400E-01
1.500E-02	5.110E+00	1.000E-04	1.000E+01	1.570E-03	7.610E-03	8.800E-01	4.900E-01
3.100E-02	8.100E+00	1.000E-04	1.000E+01	2.820E-03	9.540E-03	8.200E-01	4.600E-01
1.125E-01	2.180E+00	3.000E-04	1.000E+00	1.230E-02	2.090E-02	9.200E-01	4.200E-01
1.125E-01	2.200E+00	3.000E-04	1.000E+00	1.150E-02	2.480E-02	8.000E-01	5.000E-01
3.750E-01	2.350E+00	3.000E-04	3.000E-01	4.110E-02	4.580E-02	5.300E-01	4.300E-01
1.890E-01	3.110E+00	3.000E-04	1.000E+00	1.990E-02	2.710E-02	6.700E-01	3.900E-01
2.250E-01	3.510E+00	3.000E-04	1.000E+00	2.450E-02	2.400E-02	6.300E-01	3.000E-01
2.430E-01	3.720E+00	3.000E-04	1.000E+00	2.770E-02	1.980E-02	5.900E-01	2.200E-01
9.900E-02	3.920E+00	3.000E-04	3.000E+00	9.700E-03	1.790E-02	8.600E-01	3.500E-01
9.900E-02	4.140E+00	3.000E-04	3.000E+00	9.650E-03	2.030E-02	6.200E-01	3.800E-01
2.430E-01	3.640E+00	3.000E-04	1.000E+00	2.380E-02	3.280E-02	5.700E-01	3.800E-01
